router,method,path,function,line,fn_gate,file_router_gate,server_gate,exempt,no_gate
dewi_onboarding,POST,/templates/{template_id}/tasks,add_template_task,97,0,0,1,0,0
dewi_onboarding,DELETE,/templates/{template_id}/tasks/{task_id},delete_template_task,125,1,0,1,0,0
dewi_onboarding,DELETE,/templates/{template_id},delete_template,141,1,0,1,0,0
dewi_onboarding,POST,/checklists,create_checklist,174,0,0,1,0,0
dewi_onboarding,PUT,/checklists/{checklist_id}/tasks/{task_id},update_task,249,0,0,1,0,0
dewi_onboarding,POST,/checklists/{checklist_id}/tasks,add_custom_task,297,0,0,1,0,0
dewi_onboarding,DELETE,/checklists/{checklist_id}/tasks/{task_id},delete_custom_task,338,1,0,1,0,0
dewi_onboarding,PUT,/checklists/{checklist_id},update_checklist,362,0,0,1,0,0
dewi_onboarding,DELETE,/checklists/{checklist_id},delete_checklist,375,1,0,1,0,0
dewi_onboarding,POST,/seed,seed_onboarding,425,0,0,1,0,0
dewi_online_orders,POST,/pack-batches,create_pack_batch,58,0,0,1,0,0
dewi_online_orders,POST,/pack-batches/{batch_id}/close,close_pack_batch,122,0,0,1,0,0
dewi_org,POST,/units,create_unit,45,0,0,1,0,0
dewi_org,PUT,/units/{unit_id},update_unit,90,0,0,1,0,0
dewi_org,DELETE,/units/{unit_id},delete_unit,106,1,0,1,0,0
dewi_org,POST,/positions,create_position,137,0,0,1,0,0
dewi_org,PUT,/positions/{position_id},update_position,162,0,0,1,0,0
dewi_org,DELETE,/positions/{position_id},delete_position,178,1,0,1,0,0
dewi_org,POST,/seed,seed_org,298,0,0,1,0,0
dewi_portal_saya_ext,POST,/documents,create_my_document,103,0,0,1,0,0
dewi_portal_saya_ext,DELETE,/documents/{doc_id},delete_my_document,130,1,0,1,0,0
dewi_portal_saya_ext,POST,/peer-feedback,submit_peer_feedback,370,0,0,1,0,0
dewi_portal_saya_hr,PUT,/profile,update_profile,57,0,0,1,0,0
dewi_portal_saya_hr,POST,/profile/photo,upload_profile_photo,71,0,0,1,0,0
dewi_portal_saya_hr,POST,/leave,create_leave,255,1,0,1,0,0
dewi_portal_saya_hr,DELETE,/leave/{leave_id},cancel_leave,303,1,0,1,0,0
dewi_portal_saya_hr,POST,/overtime,create_overtime,344,1,0,1,0,0
dewi_portal_saya_hr,PUT,/notifications/{notif_id}/read,mark_read,559,0,0,1,0,0
dewi_portal_saya_workspace,POST,/notes,create_note,47,1,0,1,0,0
dewi_portal_saya_workspace,PUT,/notes/{note_id},update_note,68,1,0,1,0,0
dewi_portal_saya_workspace,DELETE,/notes/{note_id},delete_note,84,1,0,1,0,0
dewi_portal_saya_workspace,POST,/todos,create_todo,120,1,0,1,0,0
dewi_portal_saya_workspace,PUT,/todos/{todo_id},update_todo,149,1,0,1,0,0
dewi_portal_saya_workspace,DELETE,/todos/{todo_id},delete_todo,171,1,0,1,0,0
dewi_portal_saya_workspace,POST,/reminders,create_reminder,197,1,0,1,0,0
dewi_portal_saya_workspace,PUT,/reminders/{rem_id},update_reminder,224,1,0,1,0,0
dewi_portal_saya_workspace,DELETE,/reminders/{rem_id},delete_reminder,240,1,0,1,0,0
dewi_portal_saya_workspace,POST,/quick-links,add_quick_link,277,1,0,1,0,0
dewi_portal_saya_workspace,PUT,/quick-links/reorder,reorder_quick_links,303,1,0,1,0,0
dewi_portal_saya_workspace,PUT,/quick-links/{link_id},update_quick_link,319,1,0,1,0,0
dewi_portal_saya_workspace,DELETE,/quick-links/{link_id},delete_quick_link,334,1,0,1,0,0
dewi_portal_saya_workspace,POST,/calendar,create_calendar_event,371,1,0,1,0,0
dewi_portal_saya_workspace,PUT,/calendar/{event_id},update_calendar_event,398,1,0,1,0,0
dewi_portal_saya_workspace,DELETE,/calendar/{event_id},delete_calendar_event,414,1,0,1,0,0
dewi_predictive_maintenance,POST,/machines/{machine_id}/predict,predict_with_ai,245,0,0,1,0,0
dewi_predictive_maintenance,POST,/maintenance-logs,create_log,365,0,0,1,0,0
dewi_predictive_maintenance,DELETE,/maintenance-logs/{log_id},delete_log,385,1,0,1,0,0
dewi_procurement,POST,/requests,create_request,553,0,0,1,0,0
dewi_procurement,PUT,/requests/{req_id},update_request,576,1,0,1,0,0
dewi_procurement,POST,/requests/{req_id}/submit,submit_request,658,1,0,1,0,0
dewi_procurement,POST,/requests/{req_id}/approve,approve_request,709,1,0,1,0,0
dewi_procurement,POST,/requests/{req_id}/reject,reject_request,801,1,0,1,0,0
dewi_procurement,POST,/requests/{req_id}/cancel,cancel_request,872,1,0,1,0,0
dewi_procurement,POST,/requests/{req_id}/complete,complete_request,890,0,0,1,0,0
dewi_procurement,DELETE,/requests/{req_id},delete_request,997,1,0,1,0,0
dewi_procurement,POST,/requests/{req_id}/create-po,create_po_from_pr,1039,0,0,1,0,0
dewi_push_notifications,POST,/subscribe,subscribe,159,1,0,0,0,0
dewi_push_notifications,POST,/unsubscribe,unsubscribe,186,1,0,0,0,0
dewi_push_notifications,POST,/test,send_test_push,203,1,0,0,0,0
dewi_push_notifications,POST,/send,send_push,223,1,0,0,0,0
dewi_recruitment,POST,/jobs,create_job,77,0,0,1,0,0
dewi_recruitment,PUT,/jobs/{job_id},update_job,122,0,0,1,0,0
dewi_recruitment,DELETE,/jobs/{job_id},delete_job,136,1,0,1,0,0
dewi_recruitment,POST,/candidates,add_candidate,171,0,0,1,0,0
dewi_recruitment,PUT,/candidates/{candidate_id},update_candidate,232,0,0,1,0,0
dewi_recruitment,POST,/candidates/{candidate_id}/interviews,add_interview,468,0,0,1,0,0
dewi_recruitment,PUT,/candidates/{candidate_id}/interviews/{interview_id},update_interview,500,0,0,1,0,0
dewi_recruitment,DELETE,/candidates/{candidate_id},delete_candidate,522,1,0,1,0,0
dewi_recruitment,POST,/candidates/{candidate_id}/upload-cv,upload_candidate_cv,532,0,0,1,0,0
dewi_recruitment,POST,/candidates/{candidate_id}/notes,add_candidate_note,555,0,0,1,0,0
dewi_recruitment,POST,/seed,seed_recruitment,665,0,0,1,0,0
dewi_recruitment,POST,/talent-pool/{candidate_id}/toggle,toggle_talent_pool,781,0,0,1,0,0
dewi_recruitment,PUT,/talent-pool/{candidate_id}/notes,update_talent_pool_notes,808,0,0,1,0,0
dewi_rnd_colors,POST,/color-options,create_color_option,115,1,0,1,0,0
dewi_rnd_colors,POST,/variants/bulk,create_variants_bulk,258,0,0,1,0,0
dewi_rnd_colors,POST,/variants/{variant_id}/fix-sku,fix_variant_sku,448,0,0,1,0,0
dewi_rnd_design,POST,/variants,create_variant,106,0,0,1,0,0
dewi_rnd_design,PUT,/variants/{variant_id},update_variant,174,0,0,1,0,0
dewi_rnd_design,DELETE,/variants/{variant_id},delete_variant,225,1,0,1,0,0
dewi_rnd_design,POST,/patterns,create_pattern,258,0,0,1,0,0
dewi_rnd_design,PUT,/patterns/{pattern_id},update_pattern,288,0,0,1,0,0
dewi_rnd_design,POST,/patterns/{pattern_id}/approve,approve_pattern,299,1,0,1,0,0
dewi_rnd_design,DELETE,/patterns/{pattern_id},delete_pattern,318,1,0,1,0,0
dewi_rnd_design,POST,/patterns/{pattern_id}/attach-media,attach_pattern_media,330,0,0,1,0,0
dewi_rnd_design,DELETE,/patterns/{pattern_id}/media/{attachment_id},remove_pattern_media,360,1,0,1,0,0
dewi_rnd_design,POST,/reports/weekly-decisions/send,send_weekly_rnd_report,785,0,0,1,0,0
dewi_rnd_hpp,POST,/hpp-calculator,create_hpp,672,0,0,1,0,0
dewi_rnd_hpp,PUT,/hpp-calculator/{calc_id},update_hpp,735,0,0,1,0,0
dewi_rnd_hpp,DELETE,/hpp-calculator/{calc_id},delete_hpp,781,1,0,1,0,0
dewi_rnd_hpp,POST,/hpp-calculator/preview,preview_hpp,791,0,0,1,0,0
dewi_rnd_hpp,POST,/hpp-calculator/cost-lines/from-techpack,cost_lines_from_techpack,815,0,0,1,0,0
dewi_rnd_hpp,POST,/hpp-calculator/compute-from-bom,compute_hpp_from_bom,949,0,0,1,0,0
dewi_rnd_hpp,POST,/hpp-calculator/{calc_id}/propagate,propagate_hpp_endpoint,975,0,0,1,0,0
dewi_rnd_hpp,POST,/tech-packs,create_tech_pack,1010,0,0,1,0,0
dewi_rnd_hpp,PUT,/tech-packs/{tp_id},update_tech_pack,1071,0,0,1,0,0
dewi_rnd_hpp,POST,/tech-packs/{tp_id}/approve,approve_tech_pack,1088,1,0,1,0,0
dewi_rnd_hpp,DELETE,/tech-packs/{tp_id},delete_tech_pack,1110,1,0,1,0,0
dewi_rnd_materials,POST,/materials,create_material,252,0,0,1,0,0
dewi_rnd_materials,PUT,/materials/{material_id},update_material,304,0,0,1,0,0
dewi_rnd_materials,DELETE,/materials/{material_id},delete_material,327,1,0,1,0,0
dewi_rnd_materials,POST,/sample-costing/preview,preview_sample_costing,356,0,0,1,0,0
dewi_rnd_materials,POST,/sample-costing,create_sample_costing,363,0,0,1,0,0
dewi_rnd_materials,PUT,/sample-costing/{costing_id},update_sample_costing,406,0,0,1,0,0
dewi_rnd_materials,DELETE,/sample-costing/{costing_id},delete_sample_costing,425,1,0,1,0,0
dewi_rnd_overview,POST,/seed,seed_rnd_data,106,0,0,1,0,0
dewi_rnd_samples,POST,/sample-requests,create_sample_request,36,0,0,1,0,0
dewi_rnd_samples,PUT,/sample-requests/{request_id},update_sample_request,84,0,0,1,0,0
dewi_rnd_samples,POST,/sample-requests/{request_id}/submit,submit_sample_request,100,0,0,1,0,0
dewi_rnd_samples,POST,/sample-requests/{request_id}/approve,approve_sample_request,117,1,0,1,0,0
dewi_rnd_samples,POST,/sample-requests/{request_id}/reject,reject_sample_request,144,1,0,1,0,0
dewi_rnd_samples,DELETE,/sample-requests/{request_id},delete_sample_request,171,1,0,1,0,0
dewi_rnd_samples,POST,/revisions,create_revision,200,0,0,1,0,0
dewi_rnd_samples,PUT,/revisions/{revision_id},update_revision,240,0,0,1,0,0
dewi_rnd_samples,DELETE,/revisions/{revision_id},delete_revision,251,1,0,1,0,0
dewi_rnd_size_mapping,POST,/size-mapping/apply,size_mapping_apply,320,0,0,1,0,0
dewi_rnd_size_mapping,POST,/size-mapping/auto,size_mapping_auto,353,0,0,1,0,0
dewi_rnd_sizes,PUT,/styles/{style_id}/size-list,put_style_size_list,143,0,0,1,0,0
dewi_rnd_styles,POST,/styles,create_style,77,0,0,1,0,0
dewi_rnd_styles,PUT,/styles/{style_id},update_style,215,0,0,1,0,0
dewi_rnd_styles,DELETE,/styles/{style_id},delete_style,304,1,0,1,0,0
dewi_rnd_styles,POST,/styles/{style_id}/submit-for-review,submit_style_for_review,318,0,0,1,0,0
dewi_rnd_styles,POST,/styles/{style_id}/owner-approve,owner_approve_style,356,1,0,1,0,0
dewi_rnd_styles,POST,/styles/{style_id}/promote-to-production,promote_style_to_production,394,0,0,1,0,0
dewi_rnd_styles,POST,/styles/{style_id}/owner-reject,owner_reject_style,551,1,0,1,0,0
dewi_rnd_styles,POST,/styles/{style_id}/images,upload_style_design_image,593,0,0,1,0,0
dewi_rnd_styles,DELETE,/styles/{style_id}/images/{img_id},delete_style_design_image,653,1,0,1,0,0
dewi_rnd_techpack_import,POST,/techpack/import/preview,techpack_import_preview,37,0,0,1,0,0
dewi_rnd_techpack_import,POST,/techpack/import/commit,techpack_import_commit,50,1,0,1,0,0
dewi_scheduler,POST,/jobs/{job_id}/run-now,run_now,60,0,0,1,0,0
dewi_shift_scheduler,POST,/templates,create_shift_template,54,0,0,1,0,0
dewi_shift_scheduler,DELETE,/templates/{template_id},delete_shift_template,91,1,0,1,0,0
dewi_shift_scheduler,POST,/generate,generate_schedule,111,0,0,1,0,0
dewi_shift_scheduler,PATCH,/schedules/{schedule_id}/publish,publish_schedule,303,0,0,1,0,0
dewi_shift_scheduler,DELETE,/schedules/{schedule_id},delete_schedule,322,1,0,1,0,0
dewi_skill_gap,POST,/requirements,create_skill_requirement,56,1,0,1,0,0
dewi_skill_gap,POST,/analyze/individual,analyze_individual,109,0,0,1,0,0
dewi_skill_gap,POST,/analyze/department,analyze_department,228,1,0,1,0,0
dewi_skill_gap,POST,/analyze/company,analyze_company,370,1,0,1,0,0
dewi_system_config,PUT,/{key},update_config,332,0,0,1,0,0
dewi_system_config,POST,/bulk,bulk_update,370,0,0,1,0,0
dewi_toko,POST,/flashsales,create_flashsale,98,0,0,1,0,0
dewi_toko,PUT,/flashsales/{flashsale_id},update_flashsale,123,0,0,1,0,0
dewi_toko,POST,/flashsales/{flashsale_id}/activate,toggle_flashsale,141,0,0,1,0,0
dewi_toko,DELETE,/flashsales/{flashsale_id},delete_flashsale,155,1,0,1,0,0
dewi_warehouse_smart,PUT,/smart-reorder/{material_id},update_smart_reorder,236,0,0,1,0,0
dewi_warehouse_smart,POST,/stock-adjustments/{ledger_id}/undo,undo_stock_adjustment,348,0,0,1,0,0
dewi_warehouse_smart,POST,/stock-adjustments/{ledger_id}/restore,restore_stock_adjustment,402,0,0,1,0,0
dewi_wh_returns,POST,/returns/sync-marketing,sync_from_marketing,169,0,0,1,0,0
dewi_wh_returns,POST,/returns,create_return,194,0,0,1,0,0
dewi_wh_returns,PUT,/returns/{return_id},update_return,312,0,0,1,0,0
dewi_wh_returns,DELETE,/returns/{return_id},delete_return,328,1,0,1,0,0
dewi_wh_returns,POST,/returns/{return_id}/receive,receive_return,345,0,0,1,0,0
dewi_wh_returns,POST,/returns/{return_id}/inspect,inspect_return,379,0,0,1,0,0
dewi_wh_returns,POST,/returns/{return_id}/resolve,resolve_return,429,0,0,1,0,0
dewi_wh_returns,POST,/returns/{return_id}/quick-restock,quick_restock,565,0,0,1,0,0
dewi_wh_returns,POST,/returns/{return_id}/relink,relink_return,626,0,0,1,0,0
dewi_wh_returns,POST,/returns/{return_id}/cancel,cancel_return,667,0,0,1,0,0
doc_numbering,POST,/preview,preview,102,1,0,1,0,0
doc_numbering,PUT,,save_format,116,1,0,1,0,0
doc_numbering,DELETE,/{key},reset_format,203,1,0,1,0,0
doc_numbering,POST,/counter,set_counter,221,1,0,1,0,0
document_number_configs,PUT,/{doc_type},save_config,62,1,0,1,0,0
document_number_configs,POST,/{doc_type}/preview,preview_config,98,0,0,1,0,0
employee_expense_category_master,POST,/master-categories,create_master_category,100,1,0,1,0,0
employee_expense_category_master,PUT,/master-categories/{cat_id},update_master_category,138,1,0,1,0,0
employee_expense_category_master,DELETE,/master-categories/{cat_id},delete_master_category,178,1,0,1,0,0
employee_expense_category_master,POST,/master-categories/seed-default,seed_default_categories,202,1,0,1,0,0
employee_expense_claims,POST,/claims,create_claim,159,0,0,1,0,0
employee_expense_claims,PUT,/claims/{claim_id},update_claim,340,1,0,1,0,0
employee_expense_claims,POST,/claims/{claim_id}/submit,submit_claim,371,1,0,1,0,0
employee_expense_claims,POST,/claims/{claim_id}/approve,approve_claim,419,1,0,1,0,0
employee_expense_claims,POST,/claims/{claim_id}/reject,reject_claim,448,1,0,1,0,0
employee_expense_claims,POST,/claims/{claim_id}/disburse,disburse_claim,477,1,0,1,0,0
employee_expense_claims,DELETE,/claims/{claim_id},delete_claim,547,1,0,1,0,0
employee_expense_claims,POST,/claims/bulk-approve,bulk_approve_claims,566,0,0,1,0,0
employee_expense_gl_mapping,POST,/gl-mappings,create_gl_mapping,95,1,0,1,0,0
employee_expense_gl_mapping,PUT,/gl-mappings/{mapping_id},update_gl_mapping,134,1,0,1,0,0
employee_expense_gl_mapping,DELETE,/gl-mappings/{mapping_id},delete_gl_mapping,175,1,0,1,0,0
employee_expense_gl_mapping,POST,/gl-mappings/bulk-resolve,bulk_resolve_gl_accounts,218,0,0,1,0,0
employee_expense_gl_mapping,POST,/gl-mappings/seed-default,seed_default_gl_mappings,271,1,0,1,0,0
employee_per_diem,POST,/per-diem-rates,create_per_diem_rate,101,1,0,1,0,0
employee_per_diem,PUT,/per-diem-rates/{rate_id},update_per_diem_rate,135,1,0,1,0,0
employee_per_diem,DELETE,/per-diem-rates/{rate_id},delete_per_diem_rate,153,1,0,1,0,0
employee_travel_requests,POST,/travel,create_travel_request,184,0,0,1,0,0
employee_travel_requests,PUT,/travel/{req_id},update_travel_request,386,1,0,1,0,0
employee_travel_requests,POST,/travel/{req_id}/submit,submit_travel_request,447,1,0,1,0,0
employee_travel_requests,POST,/travel/{req_id}/approve,approve_travel_request,492,1,0,1,0,0
employee_travel_requests,POST,/travel/{req_id}/reject,reject_travel_request,526,1,0,1,0,0
employee_travel_requests,POST,/travel/{req_id}/advance-paid,mark_advance_paid,555,1,0,1,0,0
employee_travel_requests,POST,/travel/{req_id}/complete,complete_travel_request,629,1,0,1,0,0
employee_travel_requests,POST,/travel/bulk-approve,bulk_approve_travel,680,0,0,1,0,0
employee_travel_settlements,POST,/travel/{req_id}/settlements,create_settlement,155,1,0,1,0,0
employee_travel_settlements,PUT,/settlements/{stl_id},update_settlement,449,1,0,1,0,0
employee_travel_settlements,POST,/settlements/{stl_id}/submit,submit_settlement,480,1,0,1,0,0
employee_travel_settlements,POST,/settlements/{stl_id}/approve,approve_settlement,529,1,0,1,0,0
employee_travel_settlements,POST,/settlements/{stl_id}/reject,reject_settlement,557,1,0,1,0,0
employee_travel_settlements,POST,/settlements/{stl_id}/post,post_settlement_gl,585,1,0,1,0,0
employee_travel_settlements,POST,/settlements/bulk-approve,bulk_approve_settlements,841,0,0,1,0,0
employee_travel_settlements,POST,/settlements/bulk-post,bulk_post_settlements,853,1,0,1,0,0
exceptions,POST,/material-requests,create_material_request,91,1,0,1,0,0
exceptions,PUT,/material-requests/{req_id},update_material_request,188,1,0,1,0,0
exceptions,POST,/material-defect-reports,create_defect_report,322,1,0,1,0,0
exceptions,POST,/production-returns,create_return,427,1,0,1,0,0
exceptions,PUT,/production-returns/{ret_id},update_return,504,1,0,1,0,0
exceptions,DELETE,/production-returns/{ret_id},delete_return,527,1,0,1,0,0
exceptions,POST,/production-variances,create_variance,540,1,0,1,0,0
exceptions,PUT,/production-variances/{vid},update_variance_status,721,1,0,1,0,0
exceptions,POST,/production-variances/{vid}/post-gl,post_variance_to_gl,756,1,0,1,0,0
exceptions,POST,/production-variances/{vid}/retry-posting,retry_variance_posting,819,1,0,1,0,0
file_storage,POST,/upload,upload_file,18,0,0,0,1,0
file_storage,DELETE,/attachments/{att_id},delete_attachment,80,1,0,0,0,0
file_storage,PUT,/attachments/{att_id}/meta,update_attachment_meta,97,0,0,0,1,0
fulfillment,POST,/orders/{order_id}/allocate,allocate_inventory,331,0,0,1,0,0
fulfillment,POST,/orders/{order_id}/pick,start_picking,430,0,0,1,0,0
fulfillment,POST,/orders/{order_id}/pack,confirm_packing,461,1,0,1,0,0
fulfillment,POST,/orders/{order_id}/dispatch,dispatch_order,498,0,0,1,0,0
hr_approval_inbox,POST,/{req_type}/{req_id}/approve,approve_request,393,1,0,1,0,0
hr_approval_inbox,POST,/{req_type}/{req_id}/reject,reject_request,561,1,0,1,0,0
hr_shifts,POST,,create_shift_endpoint,138,0,0,1,0,0
hr_shifts,POST,/seed-defaults,seed_defaults,175,1,0,1,0,0
hr_shifts,POST,/assignments,create_assignment,213,0,0,1,0,0
hr_shifts,DELETE,/assignments/{assignment_id},cancel_assignment,252,1,0,1,0,0
hr_shifts,POST,/calculate-hours,calculate_hours,286,0,0,1,0,0
hr_shifts,PUT,/{shift_id},update_shift,316,0,0,1,0,0
hr_shifts,DELETE,/{shift_id},delete_shift,345,1,0,1,0,0
invoice_edit_requests,POST,,create_request,115,0,0,1,0,0
invoice_edit_requests,PUT,/{req_id}/approve,approve_request,210,1,0,1,0,0
invoice_edit_requests,PUT,/{req_id}/reject,reject_request,293,1,0,1,0,0
lms_student,POST,/courses/{course_id}/enroll,enroll_in_course,275,0,0,1,0,0
lms_student,POST,/materials/{material_id}/complete,mark_material_complete,426,0,0,1,0,0
lms_student,POST,/assignments/{assignment_id}/submit,submit_assignment,574,0,0,1,0,0
lms_student,POST,/quiz/{material_id}/submit,submit_quiz,649,0,0,1,0,0
maklon_seed,POST,/maklon-full,seed_maklon_full,149,1,0,1,0,0
marketing_account_assign,POST,/{account_id},set_assignment,300,1,0,1,0,0
marketing_account_health_routes,POST,/ocr-screenshot,ocr_account_health_screenshot,211,0,0,1,0,0
marketing_account_health_routes,POST,/manual-snapshot,create_manual_snapshot,331,0,0,1,0,0
marketing_accounts,POST,/accounts,create_platform_account,149,0,0,1,0,0
marketing_accounts,POST,/accounts/{account_id}/learn-warehouse,learn_platform_warehouse,298,0,0,1,0,0
marketing_accounts,PUT,/accounts/{account_id}/ship-sla,set_ship_sla,382,0,0,1,0,0
marketing_accounts,POST,/accounts/health/recompute-all,recompute_all_health,422,0,0,1,0,0
marketing_accounts,PUT,/accounts/{account_id},update_platform_account,532,0,0,1,0,0
marketing_accounts,DELETE,/accounts/{account_id},archive_platform_account,607,1,0,1,0,0
marketing_ads_routes,POST,/ai-recommendations,get_ai_recommendations,281,0,0,1,0,0
marketing_ads_routes,POST,/campaigns,create_ads_entry,456,0,0,1,0,0
marketing_ads_routes,PUT,/campaigns/{entry_id},update_ads_entry,485,0,0,1,0,0
marketing_ads_routes,DELETE,/campaigns/{entry_id},delete_ads_entry,512,1,0,1,0,0
marketing_advanced_ai_routes,PUT,/pricing/settings,update_pricing_settings,104,0,0,1,0,0
marketing_advanced_ai_routes,POST,/pricing/run,run_pricing_suggestions,118,0,0,1,0,0
marketing_advanced_ai_routes,POST,/pricing/suggestions/{suggestion_id}/approve,approve_suggestion,321,1,0,1,0,0
marketing_advanced_ai_routes,POST,/pricing/suggestions/{suggestion_id}/reject,reject_suggestion,348,1,0,1,0,0
marketing_advanced_ai_routes,POST,/pricing/suggestions/{suggestion_id}/apply,apply_suggestion,377,0,0,1,0,0
marketing_advanced_ai_routes,POST,/churn/run,run_churn_analysis,421,0,0,1,0,0
marketing_advanced_ai_routes,POST,/ab-tests,create_ab_test,620,0,0,1,0,0
marketing_advanced_ai_routes,PATCH,/ab-tests/{exp_id}/status,update_ab_status,695,0,0,1,0,0
marketing_advanced_ai_routes,POST,/ab-tests/{exp_id}/record,record_ab_result,715,0,0,1,0,0
marketing_advanced_ai_routes,POST,/ab-tests/{exp_id}/conclude,conclude_ab_test,745,0,0,1,0,0
marketing_advanced_ai_routes,PATCH,/ab-tests/{exp_id}/variants/{variant_id},update_variant_content,813,0,0,1,0,0
marketing_ai_content_tools,POST,/generate-caption,generate_caption,104,0,0,1,0,0
marketing_ai_content_tools,POST,/generate-image,generate_image,268,0,0,1,0,0
marketing_ai_insights_routes,POST,/forecast,sales_forecast,192,0,0,1,0,0
marketing_ai_insights_routes,POST,/sentiment,sentiment_analysis,254,0,0,1,0,0
marketing_ai_insights_routes,POST,/recommendations,get_recommendations,320,0,0,1,0,0
marketing_alerts,PUT,/settings,update_settings,340,0,0,1,0,0
marketing_alerts,POST,/evaluate,manual_evaluate,353,0,0,1,0,0
marketing_alerts,POST,/preview,preview_alerts,362,0,0,1,0,0
marketing_budget,PUT,/period-settings,save_period_settings,339,0,0,1,0,0
marketing_budget,PUT,,upsert_budget,372,1,0,1,0,0
marketing_budget,POST,/spend,add_spend,412,1,0,1,0,0
marketing_budget,DELETE,/spend/{sid},delete_spend,449,1,0,1,0,0
marketing_budget,PUT,/kol-cost/{creator_id},set_kol_cost,494,0,0,1,0,0
marketing_budget,POST,/lock,set_period_lock,665,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items,add_catalog_item,311,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/{item_id}/photos,upload_catalog_item_photo,447,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/{item_id}/photos/remove,remove_catalog_item_photo,497,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/from-fg,add_catalog_item_from_fg,541,0,0,1,0,0
marketing_catalog_items,PUT,/{catalog_id}/items/{item_id}/sync-fg-stock,sync_item_stock_from_fg,789,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/{item_id}/refresh-hpp,refresh_item_hpp,865,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/refresh-hpp,refresh_catalog_hpp_bulk,886,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/refresh-from-master,refresh_catalog_from_master,911,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/{item_id}/publish,publish_catalog_item,1077,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/{item_id}/unpublish,unpublish_catalog_item,1113,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/{item_id}/reject,reject_catalog_item,1129,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/{item_id}/preorder,set_catalog_item_preorder,1155,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/{item_id}/archive,archive_catalog_item,1179,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/{item_id}/restore,restore_catalog_item,1198,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/bulk-transition,bulk_transition_items,1215,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/{item_id}/photos/reorder,reorder_catalog_item_photos,1270,0,0,1,0,0
marketing_catalog_items,POST,/{catalog_id}/items/{item_id}/refresh-from-master,refresh_item_from_master,1297,0,0,1,0,0
marketing_catalog_items,PUT,/{catalog_id}/items/{item_id},update_catalog_item,1562,0,0,1,0,0
marketing_catalog_items,DELETE,/{catalog_id}/items/{item_id},delete_catalog_item,1629,1,0,1,0,0
marketing_catalog_mgmt,POST,,create_catalog,163,0,0,1,0,0
marketing_catalog_mgmt,POST,/assign-from-master,assign_from_master,471,0,0,1,0,0
marketing_catalog_mgmt,POST,/archive-legacy-items,archive_legacy_items,598,1,0,1,0,0
marketing_catalog_mgmt,PUT,/{catalog_id},update_catalog,655,0,0,1,0,0
marketing_catalog_mgmt,DELETE,/{catalog_id},delete_catalog,675,1,0,1,0,0
marketing_catalog_stock,PUT,/{catalog_id}/items/{item_id}/stock,update_item_stock,157,0,0,1,0,0
marketing_catalog_stock,POST,/{catalog_id}/bulk-stock-update,bulk_stock_update,209,0,0,1,0,0
marketing_catalog_stock,POST,/{catalog_id}/sync-from-wms,sync_stock_from_wms,276,0,0,1,0,0
marketing_catalog_stock,POST,/seed-demo,seed_demo_catalog,410,0,0,1,0,0
marketing_complaints_routes,PATCH,/{complaint_id}/status,update_complaint_status,386,0,0,1,0,0
marketing_complaints_routes,POST,/{complaint_id}/notes,add_note,430,0,0,1,0,0
marketing_complaints_routes,POST,/{complaint_id}/ai-classify,ai_reclassify,453,0,0,1,0,0
marketing_content_calendar_routes,POST,,create_entry,378,0,0,1,0,0
marketing_content_calendar_routes,PUT,/{entry_id},update_entry,421,0,0,1,0,0
marketing_content_calendar_routes,DELETE,/{entry_id},delete_entry,441,1,0,1,0,0
marketing_content_calendar_routes,POST,/{entry_id}/status,update_status,451,0,0,1,0,0
marketing_content_calendar_routes,POST,/{entry_id}/ai-hook,generate_ai_hook,468,0,0,1,0,0
marketing_content_calendar_routes,POST,/{entry_id}/kpi,set_content_kpi,525,1,0,1,0,0
marketing_creator_weekly_report,POST,/weekly-report/send,send_weekly_report,81,0,0,1,0,0
marketing_dashboard,POST,/accounts/{account_id}/recalculate-health,recalculate_account_health,220,0,0,1,0,0
marketing_dashboard,POST,/seed-sample-data,seed_sample_data,338,0,0,1,0,0
marketing_data_import,POST,/detect,detect_file,325,1,0,1,0,0
marketing_data_import,POST,/upload,upload,401,1,0,1,0,0
marketing_data_import,DELETE,/formats/{fingerprint},forget_format,870,1,0,1,0,0
marketing_data_import,PUT,/sessions/{session_id}/mapping,update_mapping,955,0,0,1,0,0
marketing_data_import,POST,/sessions/{session_id}/ai-assist,ai_assist,1049,0,0,1,0,0
